fsa,province,city,urban_rural,region_band,shipping_zone_code,active,notes
K1G,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=123
K1H,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=34
K1J,ON,Gloucester,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=72
K1K,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=59
K1L,ON,Vanier,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=23
K1M,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
K1N,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=124
K1P,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=102
K1R,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=133
K1S,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=83
K1T,ON,Gloucester,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
K1V,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=55
K1W,ON,Orleans,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
K1X,ON,Gloucester,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
K1Y,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
K1Z,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=69
K2A,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
K2B,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=99
K2C,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=55
K2E,ON,Nepean,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
K2G,ON,Nepean,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
K2H,ON,Nepean,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
K2J,ON,Nepean,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=42
K2K,ON,Kanata,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=33
K2L,ON,Kanata,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
K2M,ON,Kanata,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
K2P,ON,Ottawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=112
K2R,ON,Nepean,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
K2S,ON,Stittsville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=41
K2T,ON,Kanata,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
K2W,ON,Kanata,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
K4A,ON,Orleans,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
K4B,ON,Navan,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=22
K4C,ON,Cumberland,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=23
K4K,ON,Rockland,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
K4M,ON,Manotick,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
K4P,ON,Greely,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
K4R,ON,Russell,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
K6A,ON,Hawkesbury,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
K6H,ON,Cornwall,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=89
K6J,ON,Cornwall,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=41
K6V,ON,Brockville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=66
K7A,ON,Smiths Falls,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=36
K7C,ON,Carleton Place,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
K7G,ON,Gananoque,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
K7H,ON,Perth,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=49
K7K,ON,Kingston,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=42
K7L,ON,Kingston,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=103
K7M,ON,Kingston,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=82
K7N,ON,Amherstview,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=12
K7P,ON,Kingston,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
K7R,ON,Napanee,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=33
K7S,ON,Arnprior,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
K7V,ON,Renfrew,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
K8A,ON,Pembroke,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=56
K8H,ON,Petawawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=19
K8N,ON,Belleville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=53
K8P,ON,Belleville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
K8V,ON,Trenton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=62
K9A,ON,Cobourg,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=77
K9H,ON,Peterborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
K9J,ON,Peterborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=168
K9L,ON,Peterborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
K9V,ON,Lindsay,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=75
L0A,ON,Cavan,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=31
L0B,ON,Janetville,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=19
L0C,ON,Sunderland,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=13
L0E,ON,Pefferlaw,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=17
L0G,ON,Queensville,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=71
L0H,ON,Gormley,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=10
L0J,ON,Kleinburg,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=3
L0K,ON,Victoria Harbour,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=73
L0L,ON,Churchill,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=104
L0M,ON,Utopia,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=46
L0N,ON,Shelburne,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=61
L0P,ON,Campbellville,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=30
L0R,ON,Waterdown,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=106
L0S,ON,Niagara On The Lake,rural,south,ON_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=54
L1A,ON,Port Hope,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=36
L1B,ON,Newcastle,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
L1C,ON,Bowmanville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
L1E,ON,Courtice,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=60
L1G,ON,Oshawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=122
L1H,ON,Oshawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=49
L1J,ON,Oshawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
L1K,ON,Oshawa,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
L1N,ON,Whitby,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=73
L1P,ON,Whitby,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
L1R,ON,Whitby,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=16
L1S,ON,Ajax,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=83
L1T,ON,Ajax,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
L1V,ON,Pickering,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=86
L1W,ON,Pickering,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
L1X,ON,Pickering,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=7
L1Y,ON,Claremont,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
L2A,ON,Fort Erie,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
L2E,ON,Niagara Falls,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=71
L2G,ON,Niagara Falls,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=49
L2H,ON,Niagara Falls,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=31
L2J,ON,Niagara Falls,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
L2M,ON,St Catharines,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
L2N,ON,St Catharines,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=53
L2P,ON,St Catharines,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
L2R,ON,St Catharines,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=123
L2S,ON,St Catharines,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
L2T,ON,St Catharines,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
L2V,ON,Thorold,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=36
L2W,ON,St Catharines,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
L3B,ON,Welland,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=41
L3C,ON,Welland,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=73
L3K,ON,Port Colborne,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=42
L3M,ON,Grimsby,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=49
L3P,ON,Markham,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=54
L3R,ON,Markham,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=301
L3S,ON,Markham,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
L3T,ON,Thornhill,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=95
L3V,ON,Orillia,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=93
L3X,ON,Newmarket,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
L3Y,ON,Newmarket,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=109
L3Z,ON,Bradford,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
L4A,ON,Stouffville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=46
L4B,ON,Richmond Hill,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=23
L4C,ON,Richmond Hill,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=123
L4E,ON,Richmond Hill,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
L4G,ON,Aurora,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=57
L4H,ON,Woodbridge,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=8
L4J,ON,Thornhill,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=147
L4K,ON,Concord,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=75
L4L,ON,Woodbridge,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=103
L4M,ON,Barrie,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=111
L4N,ON,Barrie,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=95
L4P,ON,Keswick,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
L4R,ON,Midland,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=60
L4S,ON,Richmond Hill,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=7
L4T,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=166
L4V,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
L4W,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=94
L4X,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=59
L4Y,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
L4Z,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=58
L5A,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=153
L5B,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=139
L5C,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
L5E,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=26
L5G,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
L5H,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=22
L5J,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
L5K,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=32
L5L,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=89
L5M,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=55
L5N,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=181
L5R,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=63
L5S,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=7
L5T,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=52
L5V,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
L5W,ON,Mississauga,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
L6A,ON,Maple,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
L6B,ON,Markham,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=8
L6C,ON,Markham,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=16
L6G,ON,Markham,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
L6H,ON,Oakville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=99
L6J,ON,Oakville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=52
L6K,ON,Oakville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
L6L,ON,Oakville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=61
L6M,ON,Oakville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=38
L6R,ON,Brampton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
L6S,ON,Brampton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
L6T,ON,Brampton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=182
L6V,ON,Brampton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=33
L6W,ON,Brampton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=29
L6X,ON,Brampton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
L6Y,ON,Brampton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=87
L6Z,ON,Brampton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
L7B,ON,King City,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
L7C,ON,Caledon,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
L7E,ON,Bolton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=56
L7G,ON,Georgetown,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=63
L7J,ON,Acton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=30
L7L,ON,Burlington,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
L7M,ON,Burlington,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=26
L7N,ON,Burlington,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=38
L7P,ON,Burlington,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=59
L7R,ON,Burlington,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=38
L7S,ON,Burlington,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
L7T,ON,Burlington,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
L8E,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=66
L8G,ON,Stoney Creek,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
L8H,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=67
L8J,ON,Stoney Creek,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
L8K,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=75
L8L,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=34
L8M,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=34
L8N,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=70
L8P,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=123
L8R,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=52
L8S,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=62
L8T,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
L8V,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=41
L8W,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
L9A,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=38
L9B,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
L9C,ON,Hamilton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=53
L9G,ON,Ancaster,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=32
L9H,ON,Dundas,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=53
L9K,ON,Ancaster,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
L9L,ON,Port Perry,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
L9M,ON,Penetanguishene,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
L9N,ON,Holland Landing,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
L9P,ON,Uxbridge,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=22
L9R,ON,Alliston,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=38
L9T,ON,Milton,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=66
L9W,ON,Orangeville,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=60
L9Y,ON,Collingwood,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=53
M0A,NB,Cap Pele,rural,south,NB_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=1
M1B,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=81
M1C,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
M1E,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=117
M1G,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
M1H,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=33
M1J,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=61
M1K,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=68
M1L,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=69
M1M,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
M1N,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
M1P,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=109
M1R,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
M1S,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=36
M1T,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=99
M1V,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=49
M1W,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=73
M1X,ON,Scarborough,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
M2H,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
M2J,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=142
M2K,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=42
M2L,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=7
M2M,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=70
M2N,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=135
M2P,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=7
M2R,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=110
M3A,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=90
M3B,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=42
M3C,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=137
M3H,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=55
M3J,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=100
M3K,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
M3L,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=35
M3M,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
M3N,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=86
M4A,ON,North York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
M4B,ON,East York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=29
M4C,ON,East York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=95
M4E,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
M4G,ON,East York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
M4H,ON,East York,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=84
M4J,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=54
M4K,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=113
M4L,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
M4M,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=42
M4N,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
M4P,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=105
M4R,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
M4S,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=120
M4T,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=43
M4V,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
M4W,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=52
M4X,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=176
M4Y,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=194
M5A,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=292
M5B,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=194
M5C,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=62
M5E,ON,Toronto,urban,south,ON_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=109
